count,Date of Band,Location,Territory,Band Prefix,Band Suffix,Band Leg,Age,Sex,Genetic Blood Sample,Parasite Screen,DNA SEX,Date-#1 Mass,Weight-#1 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#2 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#3 Mass,Weight-#3 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#4 Mass,Weight-#4 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#5 Mass,Weight-#5 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#6 Mass,Weight-#6 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#7 Mass,Weight-#7 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#8 Mass,Weight-#8 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#9 Mass,Weight-#9 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#10 Mass,Weight-#10 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#11 Mass,Weight-#11 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Misc.,Comments,Date-#11 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#12 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm)
1441,7/9/2015,TROUT CREEK,D14,1833,3293,L,Ad,F,7/9/2015,NO,F,7/9/2015,57.5,130,100,108,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,7/28/2015,MEF,B6,1833,3293,L,L,?,7/28/2015,NO,,7/28/2015,57.4,,37,37,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,7/24/2015,MEF,BG5,1833,3294,?,Ad,M,NO,NO,,7/24/2015,56,121,51,12,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,7/24/2015,MEF,BG6/5,1833,3295,R,Ad,F,7/24/2015,NO,F,7/24/2015,67,134,105,114,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,7/27/2015,MEF,A45,1833,3296,R,Ad,F,7/27/2015,NO,F,7/27/2015,55.5,129,96,103,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,7/27/2015,MEF,A45,1833,3297,R,Ad,F,7/27/2015,NO,M(!!),7/27/2015,61.5,131,90,80,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,,,,1833,3298,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,8/18/2015,MEF,A27,1833,3299,R,HY,?,8/18/2015,NO,M,8/18/2015,53.5,126,93,102,63,8/31/2015,56,124,94,106,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,7/13/2015,MEF,B2?,1833,3300,R,Ad,F,7/13/2015,NO,F,7/13/2015,55,126,94,103,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,8/26/2015,MEF,A29,1833,3301,R,HY,?,8/25/2014,NO,F,8/25/2015,52.5,129,97,104,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,8/26/2015,MEF,A29,1833,3302,L,HY,?,8/26/2015,NO,,8/26/2015,53,131,96,105,62,9/3/2015,59.5,129,97,105,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,8/27/2015,MEF,A2,1833,3303,L,Ad,F,8/27/2015,NO,,8/27/2015,57.5,129,100,109,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,8/27/2015,MEF,A2,1833,3304,R,Ad,F,8/27/2015,NO,M(!!),8/27/2015,62.5,134,105,114,69,9/2/2015,64,137,104,114,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,8/27/2015,MEF,A2,1833,3305,L,HY,?,8/27/2015,NO,,8/27/2015,54.5,135,100,107,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,8/27/2015,MEF,A2,1833,3306,L,HY,?,8/27/2015,NO,,8/27/2015,56,129,95,102,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,8/28/2015,MEF,A11,1833,3307,R,HY,?,8/28/2015,NO,F,8/28/2015,59,130,100,109,62,6/29/2016,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,8/28/2015,MEF,A11,1833,3308,R,HY,?,8/28/2015,NO,F,8/28/2015,59,132,100,109,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,8/28/2015,MEF,A11,1833,3309,?,Ad,?,8/28/2015,NO,,8/28/2015,59,122,101,104,51,6/8/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,8/5/2015,ROW MESA,RM1,1833,3310,L,Ad,M,8/5/2015,NO,,8/28/2015,54.5,139,54,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,8/19/2015,MEF,A2,1833,3311,R,Ad,F,8/19/2015,NO,,8/19/2015,58,131,103,1112,61,8/24/2015,55,133,102,112,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,8/20/2015,MEF,A29,1833,3312,R,Ad,F,8/20/2015,NO,,8/20/2015,58.5,125,89,96,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,8/20/2015,MEF,A29,1833,3313,R,HY,?,8/20/2015,NO,F,8/20/2015,54.5,131,98,107,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,8/20/2015,MEF,A29,1833,3314,R,HY,?,8/20/2015,NO,F,8/20/2015,50.5,125,99,106,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,8/20/2015,MEF,A29,1833,3315,R,HY,?,8/20/2015,NO,F,8/20/2015,56,122,97,105,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,8/20/2015,MEF,A29,1833,3316,R,HY,?,8/20/2015,NO,F,8/20/2015,51.5,131,101,110,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,8/20/2015,MEF,A29,1833,3317,R,HY,?,8/20/2015,NO,,8/20/2015,54,130,99,107,63,8/28/2015,57,129,107,99,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,8/24/2015,MEF,A2,1833,3318,L,HY,?,8/24/2015,NO,,8/24/2015,52.5,128,104,96,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,8/25/2015,MEF,A11,1833,3319,L,HY,?,8/25/2015,NO,`,8/25/2015,57.5,130,93,102,59,8/28/2015,57,129,93,102,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,8/25/2015,MEF,A11,1833,3320,L,HY,?,8/25/2015,NO,M,8/25/2015,48.5,127,96,106,61,9/2/2015,55,130,96,105,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,8/28/2015,MEF,A11,1833,3321,L,HY,?,8/28/2015,NO,,8/28/2015,56.5,131,96,105,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,8/28/2015,MEF,A27/A15,1833,3322,L,HY,?,8/28/2015,NO,F,8/28/2015,56.5,128,94,103,61,9/5/2015,56.4,128,94,103,,5/31/2016,55.5,129,93,103,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,8/31/2015,MEF,A11,1833,3323,L,HY,?,8/31/2015,NO,F,8/31/2015,54.5,127,95,105,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,8/31/2015,MEF,A11,1833,3324,L,HY,?,8/31/2015,NO,F,8/31/2015,57,132,97,107,62,9/5/2015,62.8,,97,105,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,8/31/2015,MEF,A27,1833,3325,L,HY,?,8/31/2015,NO,,8/31/2015,52,123,95,103,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,9/11/2016,MEF,,1833,3325,,2,M,L,,,9/11/2016,60.7,128,95,105,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,8/31/2015,MEF,A27,1833,3326,R,HY,?,8/28/2015,NO,M,8/31/2015,55,126,95,107,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,8/31/2015,MEF,A27,1833,3327,L,HY,?,8/28/2015,NO,M,8/31/2015,53,130,96,104,59,9/2/2015,54,129,96,104,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,9/1/2015,MEF,A29,1833,3328,L,HY,?,9/1/2015,NO,M,9/1/2015,53.5,129,96,104,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,9/1/2015,MEF,A29/BG10!,1833,3329,R,HY,?,9/1/2015,NO,F,9/1/2015,54.5,126,99,107,64,5/9/2016,53,128,99,107,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,9/1/2015,MEF,A29,1833,3330,R,HY,?,9/1/2015,NO,,9/1/2015,54,124,93,101,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,9/1/2015,MEF,A29,1833,3331,L,HY,?,9/1/2015,NO,F,9/1/2015,59.5,132,98,108,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,9/3/2015,MEF,A11,1833,3332,R,HY,?,9/3/2015,NO,,9/3/2015,59,133,99,106,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,9/3/2015,MEF,A11,1833,3333,R,HY,?,9/3/2015,NO,M,9/3/2015,57,128,97,105,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,9/3/2015,MEF,A11,1833,3334,L,HY,?,9/3/2015,NO,M,9/3/2015,56.5,131,98,106,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,9/3/2015,MEF,A11,1833,3335,L,HY,?,9/3/2015,NO,M,9/3/2015,52,131,95,105,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,9/4/2015,MEF,A29,1833,3336,R,HY,?,9/4/2015,NO,,9/4/2015,54,126,96,105,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,9/20/2016,MEF,,1833,3336,,2,U,L,,,9/20/2016,62.7,126,97,105,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,9/5/2015,MEF,A11,1833,3337,L,HY,?,9/5/2015,NO,M,9/5/2015,54.4,125,93,103,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,9/7/2015,MEF,A2,1833,3338,R,HY,?,9/7/2015,NO,F,9/7/2015,54.2,130,98,107,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,9/9/2015,MEF,A29,1833,3339,L,HY,?,9/9/2015,NO,,9/9/2015,55.7,125,100,106,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,9/9/2015,MEF,A29,1833,3340,R,HY,?,9/9/2015,NO,F,9/9/2015,62.5,131,97,105,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,9/10/2015,MEF,A2,1833,3341,R,HY,?,9/10/2015,NO,F,9/10/2015,57.4,135,102,111,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,9/11/2015,MEF,A27,1833,3342,R,Ad,M,9/11/2015,NO,F(!!),9/11/2015,64.6,121,97,106,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,9/11/2015,MEF,A27,1833,3343,L,HY,?,9/11/2015,NO,M,9/11/2015,59,127,96,105,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,9/16/2015,MEF,A2,1833,3344,L,HY,?,9/16/2015,NO,F,9/16/2015,54.2,133,99,107,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,9/17/2015,MEF,A29,1833,3345,R,HY,?,9/17/2015,NO,,9/17/2015,54.2,131,100,108,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,9/17/2015,MEF,A29,1833,3346,L,HY,?,9/17/2015,NO,F,9/17/2015,50.7,118,87,97,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,9/17/2015,MEF,A29,1833,3347,L,HY,?,9/17/2015,NO,F,9/17/2015,51.7,128,97,106,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,9/17/2015,MEF,A29,1833,3348,R,HY,?,9/17/2015,NO,M,9/17/2015,55.1,131,97,107,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,9/17/2015,MEF,A29,1833,3349,L,HY,?,9/17/2015,NO,,9/17/2015,57.2,133,97,105,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,9/17/2015,MEF,A29,1833,3350,L,HY,?,9/17/2015,NO,M,9/17/2015,52.7,126,97,105,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,9/17/2015,MEF,A29,1833,3351,L,HY,?,9/17/2015,NO,M,9/17/2015,57.1,129,63,102,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,9/17/2015,MEF,A29,1833,3352,R,HY,?,9/17/2015,NO,F,9/17/2015,56,131,100,110,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,9/17/2015,MEF,A29,1833,3353,L,HY,?,9/17/2015,NO,F,9/17/2015,61.6,126,95,103,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,9/21/2015,MEF,A27,1833,3354,R,Ad,?,9/21/2015,NO,M,9/21/2015,58.4,129,95,104,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,9/21/2015,MEF,A11,1833,3355,?,HY,?,9/21/2015,NO,M,9/21/2015,57.4,138,104,112,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,9/21/2015,MEF,A11,1833,3356,L,HY,?,9/21/2015,NO,F,9/21/2015,61.6,130,102,110,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,9/21/2015,MEF,A27,1833,3357,L,HY,?,9/21/2015,NO,F,9/21/2015,59.6,129,94,103,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,9/23/2015,MEF,A29,1833,3358,L,HY,?,9/23/2015,NO,M,9/23/2015,57.6,125,95,104,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,9/23/2015,MEF,A29,1833,3359,R,HY,?,9/23/2015,NO,M,9/23/2015,54.3,122,93,101,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,9/23/2015,MEF,A29,1833,3360,L,HY,?,9/23/2015,NO,M,9/23/2015,62.9,133,97,106,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,9/23/2015,MEF,A29,1833,3361,L,Ad,?,9/23/2015,NO,M,9/23/2015,57.5,126,96,105,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,9/23/2015,MEF,A29,1833,3362,L,Ad,?,9/23/2015,NO,F,9/23/2015,64,130,97,107,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,9/24/2015,MEF,A11,1833,3363,L,HY,?,9/24/2015,NO,,9/24/2015,56.6,127,94,103,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/2/2016,MEF,CN5,1833,3368,L,AD,M,6/2/2016,NO,,6/2/2016,53.5,136,100,110,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,8/22/2016,MEF,,1833,3377,,Y,U,L,,,8/22/2016,51.5,129,98,107,63,,,,9/10/2016,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/7/2016,MEF,CN1/CN2 Floater,1833,3390,L,Ad,U,6/7/2016,,,6/7/2016,60,128,94,103,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,7/15/2016,MEF,A27,1833,3392,L,FL,?,7/15/2016,,M,7/15/2016,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,7/1/2016,HAYMAN,CN5,1833,3393,R,Ad,F,7/8/2016,,F,7/8/2016,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,7/5/2016,MEF,A10,1833,3394,L,HY,?,7/5/2016,,M,7/5/2016,54.2,,43,43,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,7/5/2016,MEF,A10,1833,3395,R,HY,?,7/5/2016,,F,7/5/2016,52.1,,45,45,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,7/5/2016,MEF,A10,1833,3396,L,HY,?,7/5/2016,,M,7/5/2016,49.2,,35,36,15,,,,7/14/2016,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,7/14/2016,MEF,A43,1833,3397,,HY,?,7/14/2016,,M,7/14/2016,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,7/12/2016,MEF,B5?,1833,3398,,Ad,M,7/12/2016,,M,7/12//16,58,131,96,106,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,7/6/2016,MEF,A15,1833,3399,R,HY,?,7/6/2016,,M,7/6/2016,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,7/1/2016,HAYMAN,CN10,1833,3400,R,Ad,F,,,,6/29/2017,59.5,,,,,7/7/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,9/6/2016,MEF,,1833,3401,,Y,U,R,,M,9/6/2016,53.3,122,91,100,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,9/6/2016,MEF,,1833,3402,,Y,U,L,,,9/6/2016,52.6,126,96,104,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,9/10/2016,MEF,,1833,3405,,Y,U,R,,,9/10/2016,52.9,134,99,109,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,9/10/2016,MEF,,1833,3406,,Y,U,L,,,9/10/2016,55.2,127,96,105,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,9/11/2016,MEF,,1833,3407,,Y,U,L,,F,9/11/2016,55.2,129,98,106,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,9/11/2016,MEF,,1833,3408,,Y,U,Y,,,9/11/2016,51.2,125,93,101,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,9/11/2016,MEF,,1833,3409,,Y,U,L,,,9/11/2016,51.5,132,97,106,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,9/11/2016,MEF,,1833,3410,,Y,U,L,,,9/11/2016,54.8,128,97,105,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,9/13/2016,MEF,,1833,3411,,Y,U,R,,,9/13/2016,58.4,129,98,106,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,9/13/2016,MEF,,1833,3412,,Y,U,L,,,9/13/2016,59.7,123,93,101,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,9/19/2016,MEF,,1833,3413,,Y,U,L,,,9/19/2016,58.1,132,96,103,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,9/21/2016,MEF,,1833,3414,,Y,U,L,,,9/21/2016,56.6,129,98,107,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
